1	Range Test 
2	Range Test 
7	Range Test 
33000	KCFD EMS A1
33006	KCFD EMS A2
33007	KCFD EMS A3
33008	KCFD EMS A4
33010	KCFD EMS A5
33011	KCFD EMS A6 
33012	KCFD EMS A7
33013	KCFD EMS A8
33014	KCFD EMS A9
33015	KCFD EMS A10
33016	KCFD Hazmat
33001	KCFD Marshal
33003	KCFD Training 1
33004	KCFD Training 2
33005	KCFD AutomateTst
